repo,pr_number,feedback_final,numero_revisoes,tamanho_files,tamanho_linhas_adicionadas,tamanho_linhas_removidas,tempo_analise_horas,descricao_caracteres,interacoes_participantes,interacoes_comentarios
facebook/react,34780,CLOSED,1,1,46,4,18.96,785,mdj-uk,1
facebook/react,34768,CLOSED,1,3,194,0,3.2,3230,nossbigg,2
facebook/react,34762,MERGED,1,4,63,56,4.87,393,poteto,1
facebook/react,34759,MERGED,1,3,529,291,6.7,729,sebmarkbage,1
facebook/react,34757,MERGED,5,8,60,74,43.03,578,poteto,1
facebook/react,34754,MERGED,2,1,11,9,45.64,0,hoxyq,0
facebook/react,34747,MERGED,1,2,24,8,11.68,974,poteto,3
facebook/react,34742,MERGED,1,2,395,3,9.62,872,eps1lon,1
facebook/react,34734,MERGED,1,1,10,5,19.95,398,sebmarkbage,0
facebook/react,34726,MERGED,4,1,12,1,1.33,28,poteto,1
facebook/react,34720,MERGED,1,7,22,22,82.79,2483,eps1lon,1
facebook/react,34714,MERGED,1,1,2,4,1.19,0,josephsavona,1
facebook/react,34712,MERGED,1,21,36,24,87.29,2758,eps1lon,2
facebook/react,34710,CLOSED,2,3,6,6,10.39,743,kolvian,4
facebook/react,34704,MERGED,1,1,13,0,13.67,56,sebmarkbage,0
facebook/react,34703,MERGED,1,15,518,296,1.08,513,poteto,1
facebook/react,34700,MERGED,1,10,504,34,1.63,2449,poteto,3
facebook/react,34694,MERGED,1,2,58,2,1.02,335,gnoff,1
facebook/react,34692,MERGED,1,5,47,4,23.78,306,eps1lon,0
facebook/react,34691,MERGED,1,4,18,9,4.15,448,EugeneChoi4,0
facebook/react,34690,MERGED,1,4,53,20,1.12,1046,sebmarkbage,0
facebook/react,34684,MERGED,6,7,141,20,4.99,539,eps1lon,0
facebook/react,34682,MERGED,1,1,5,3,1.78,140,eps1lon,0
facebook/react,34673,MERGED,1,3,20,11,3.57,314,EugeneChoi4,0
facebook/react,34665,MERGED,3,4,25,17,4.19,204,eps1lon,3
facebook/react,34664,MERGED,1,3,8,20,5.79,129,eps1lon,1
facebook/react,34661,MERGED,4,2,3,3,18.56,0,eps1lon,0
facebook/react,34659,MERGED,4,2,29,25,18.44,598,sebmarkbage,1
facebook/react,34655,MERGED,5,2,88,0,34.86,344,eps1lon,1
facebook/react,34654,MERGED,1,1,16,0,64.49,1013,sebmarkbage,0
facebook/react,34653,MERGED,1,8,231,20,18.82,299,sebmarkbage,0
facebook/react,34652,MERGED,1,2,39,6,22.1,878,sebmarkbage,1
facebook/react,34651,MERGED,1,1,16,1,23.34,678,sebmarkbage,0
facebook/react,34649,MERGED,1,1,0,17,30.9,95,poteto,1
facebook/react,34648,MERGED,3,2,53,10,27.35,474,hoxyq,1
facebook/react,34646,MERGED,1,2,10,4,24.87,399,eps1lon,1
facebook/react,34645,MERGED,1,10,22,0,4.01,262,eps1lon,1
facebook/react,34644,MERGED,2,2,50,40,4.15,0,eps1lon,0
facebook/react,34642,MERGED,1,5,88,2,11.77,783,sebmarkbage,0
facebook/react,34640,MERGED,1,1,23,32,26.27,226,jackpope,1
facebook/react,34639,MERGED,1,17,29,29,63.93,758,eps1lon,1
facebook/react,34637,MERGED,2,5,218,7,50.2,410,jbrown215,1
facebook/react,34635,MERGED,1,5,76,11,1.79,605,sebmarkbage,1
facebook/react,34633,MERGED,3,56,233,253,73.81,66,eps1lon,1
facebook/react,34630,MERGED,2,6,33,90,111.35,1254,sebmarkbage,3
facebook/react,34629,MERGED,1,1,48,21,10.99,493,sebmarkbage,0
facebook/react,34627,MERGED,3,4,151,57,27.05,899,sebmarkbage,0
facebook/react,34625,MERGED,1,3,33,15,30.23,348,sebmarkbage,0
facebook/react,34624,MERGED,1,3,86,67,30.52,782,sebmarkbage,0
facebook/react,34620,MERGED,2,6,249,31,47.63,476,sebmarkbage,0
facebook/react,34619,MERGED,5,1,1,1,43.73,641,sebmarkbage,0
facebook/react,34611,MERGED,3,4,349,338,167.12,1094,EugeneChoi4,0
facebook/react,34607,MERGED,1,3,71,10,8.25,146,eps1lon,0
facebook/react,34606,MERGED,1,1,27,14,8.79,177,sebmarkbage,0
facebook/react,34605,MERGED,1,4,92,20,9.26,475,sebmarkbage,0
facebook/react,34604,MERGED,3,3,244,7,2.45,2066,sebmarkbage,1
facebook/react,34601,MERGED,1,5,101,0,1.58,1312,sebmarkbage,1
facebook/react,34599,MERGED,1,1,0,13,71.92,337,eps1lon,1
facebook/react,34597,MERGED,1,5,89,37,142.79,2096,EugeneChoi4,2
facebook/react,34596,MERGED,1,4,52,7,119.0,1985,EugeneChoi4,0
facebook/react,34595,MERGED,2,10,238,137,118.66,2091,EugeneChoi4,1
facebook/react,34594,MERGED,5,3,40,11,23.66,219,EugeneChoi4,0
facebook/react,34591,MERGED,2,1,2,2,116.29,46,eps1lon,0
facebook/react,34589,MERGED,2,5,104,8,1.22,974,josephsavona,1
facebook/react,34587,MERGED,2,2,55,7,4.18,410,eps1lon,0
facebook/react,34585,MERGED,1,2,126,92,2.99,189,eps1lon,0
facebook/react,34569,MERGED,1,6,93,12,16.84,214,hoxyq,1
facebook/react,34567,CLOSED,1,7,184,97,25.81,2220,EugeneChoi4,2
facebook/react,34566,MERGED,1,2,17,1,2.52,267,hoxyq,1
facebook/react,34565,MERGED,1,2,16,2,77.6,351,eps1lon,0
facebook/react,34564,MERGED,3,4,45,74,7.46,420,eps1lon,0
facebook/react,34557,CLOSED,5,24,1002,9,25.15,369,jorge-cab,0
facebook/react,34555,MERGED,2,2,3,3,13.53,125,eps1lon,0
facebook/react,34552,MERGED,6,7,87,13,83.78,1019,sebmarkbage,1
facebook/react,34551,MERGED,1,2,2,0,27.32,723,eps1lon,0
facebook/react,34550,MERGED,1,12,37,27,29.07,624,eps1lon,1
facebook/react,34548,MERGED,1,7,110,91,87.77,442,sebmarkbage,1
facebook/react,34546,MERGED,1,4,328,13,93.78,970,sebmarkbage,2
facebook/react,34545,MERGED,1,1,22,0,308.9,397,jackpope,1
facebook/react,34544,MERGED,1,1,18,0,308.97,170,jackpope,1
facebook/react,34543,MERGED,1,3,13,19,93.53,432,sebmarkbage,1
facebook/react,34539,MERGED,1,3,41,31,12.85,427,sebmarkbage,1
facebook/react,34538,MERGED,1,8,193,19,16.01,665,sebmarkbage,1
facebook/react,34537,MERGED,1,1,1,1,8.18,235,unstubbable,1
facebook/react,34535,MERGED,1,1,69,2,2.81,474,sebmarkbage,1
facebook/react,34533,MERGED,2,2,121,6,91.5,465,jackpope,1
facebook/react,34531,MERGED,1,1,13,1,3.73,74,lubieowoce,1
facebook/react,34528,MERGED,1,7,184,15,87.75,1682,EugeneChoi4,0
facebook/react,34525,MERGED,1,1,2,2,96.9,2442,eps1lon,1
facebook/react,34524,MERGED,13,5,341,113,172.25,1223,unstubbable,2
facebook/react,34523,MERGED,2,5,426,455,11.08,124,unstubbable,5
facebook/react,34522,MERGED,3,10,80,61,59.04,513,sebmarkbage,1
facebook/react,34521,MERGED,1,3,77,1,16.98,464,josephsavona,0
facebook/react,34520,MERGED,1,11,18,43,301.98,183,javache,1
facebook/react,34516,MERGED,2,2,23,3,26.91,268,eps1lon,0
facebook/react,34514,MERGED,1,7,71,11,4.79,963,eps1lon,1
facebook/react,34513,MERGED,1,3,11,145,5.97,349,eps1lon,0
facebook/react,34512,MERGED,2,7,90,204,6.45,614,eps1lon,1
facebook/react,34511,MERGED,1,5,90,1,39.74,750,sebmarkbage,1
facebook/react,34510,MERGED,2,5,219,52,14.71,1205,sebmarkbage,1
facebook/react,34509,MERGED,1,3,58,21,13.39,601,sebmarkbage,1
facebook/react,34508,MERGED,3,9,35,16,19.61,791,eps1lon,1
facebook/react,34507,MERGED,3,1,20,3,16.5,409,eps1lon,0
facebook/react,34505,MERGED,1,6,144,1,5.55,696,josephsavona,2
facebook/react,34504,MERGED,2,1,8,5,3.48,671,eps1lon,0
facebook/react,34503,MERGED,3,9,624,0,395.52,1307,josephsavona,0
facebook/react,34502,MERGED,1,1,2,2,10.82,185,sebmarkbage,3
facebook/react,34500,MERGED,1,2,71,22,2.31,1339,sebmarkbage,1
facebook/react,34499,MERGED,13,15,149,230,72.62,3062,EugeneChoi4,0
facebook/react,34497,MERGED,2,3,110,3,364.07,839,jbrown215,1
facebook/react,34495,MERGED,8,1,14,1,25.43,244,eps1lon,0
facebook/react,34493,MERGED,1,1,18,0,5.42,324,stipsan,0
facebook/react,34492,MERGED,1,2,69,3,199.74,199,jbrown215,1
facebook/react,34488,MERGED,8,3,81,0,84.0,2421,zekariasasaminew,5
facebook/react,34486,MERGED,1,10,165,88,26.95,562,sebmarkbage,1
facebook/react,34481,MERGED,3,3,150,6,48.81,2701,sebmarkbage,1
facebook/react,34478,MERGED,1,9,77,28,64.76,600,sebmarkbage,1
facebook/react,34475,MERGED,1,2,60,2,17.04,355,eps1lon,0
facebook/react,34468,MERGED,1,10,495,292,21.52,2177,EugeneChoi4,0
facebook/react,34467,MERGED,2,2,24,26,4.41,1045,eps1lon,0
facebook/react,34465,MERGED,1,1,9,0,4.76,697,unstubbable,1
facebook/react,34464,MERGED,1,1,6,2,21.23,365,eps1lon,0
facebook/react,34463,MERGED,3,6,115,59,40.52,859,hoxyq,3
facebook/react,34462,MERGED,5,13,504,2,1.56,322,poteto,0
facebook/react,34461,MERGED,1,1,17,8,47.24,318,sebmarkbage,1
facebook/react,34460,MERGED,3,4,114,27,47.7,3258,sebmarkbage,1
facebook/react,34459,MERGED,7,8,342,145,117.48,585,eps1lon,1
facebook/react,34456,MERGED,4,1,12,9,67.44,630,eps1lon,1
facebook/react,34455,MERGED,1,3,147,55,198.14,782,eps1lon,0
facebook/react,34454,MERGED,1,18,744,309,535.96,1038,eps1lon,1
facebook/react,34450,MERGED,1,1,7,14,11.67,1043,sebmarkbage,1
facebook/react,34449,MERGED,3,11,420,28,19.85,778,josephsavona,0
facebook/react,34439,MERGED,1,1,2,0,3.65,151,sebmarkbage,1
facebook/react,34438,MERGED,1,1,53,9,16.25,848,sebmarkbage,0
facebook/react,34436,MERGED,4,7,80,355,43.94,2291,EugeneChoi4,1
facebook/react,34435,MERGED,1,1,96,13,18.95,897,sebmarkbage,0
facebook/react,34434,MERGED,1,12,154,63,2.23,1042,josephsavona,0
facebook/react,34432,MERGED,2,2,5,4,67.48,174,hoxyq,1
facebook/react,34431,MERGED,2,2,123,18,3.67,632,eps1lon,1
facebook/react,34430,MERGED,2,3,4,2,414.43,162,hoxyq,1
facebook/react,34429,MERGED,1,2,31,13,1.5,469,hoxyq,0
facebook/react,34428,MERGED,1,4,27,28,5.92,182,eps1lon,0
facebook/react,34425,MERGED,2,19,2038,405,16.86,2871,sebmarkbage,1
facebook/react,34424,MERGED,4,4,173,28,21.1,1419,josephsavona,1
facebook/react,34423,MERGED,2,1,26,14,43.94,405,hoxyq,0
facebook/react,34422,MERGED,1,6,454,192,59.8,615,eps1lon,0
facebook/react,34421,MERGED,2,1,5,1,22.29,167,jorge-cab,0
facebook/react,34420,MERGED,2,2,3,2,1.77,206,EugeneChoi4,0
facebook/react,34410,MERGED,12,8,544,2,69.82,1877,josephsavona,10
facebook/react,34407,MERGED,1,2,32,1,6.72,3787,KimCookieYa,0
facebook/react,34406,MERGED,1,100,302,82,15.6,569,josephsavona,0
facebook/react,34404,MERGED,1,116,145,156,19.21,494,poteto,1
facebook/react,34403,MERGED,1,84,1974,338,19.07,356,poteto,2
facebook/react,34402,MERGED,1,63,401,403,18.8,459,poteto,1
facebook/react,34401,MERGED,5,63,379,395,18.79,770,poteto,1
facebook/react,34400,MERGED,3,6,97,89,72.18,653,eps1lon,0
facebook/react,34399,MERGED,7,5,53,17,74.76,2130,EugeneChoi4,5
facebook/react,34397,MERGED,4,10,187,22,145.84,537,eps1lon,1
facebook/react,34396,MERGED,3,4,73,76,74.12,398,eps1lon,0
facebook/react,34381,MERGED,1,1,14,1,2.48,363,eps1lon,1
facebook/react,34380,MERGED,3,1,4,5,2.58,263,eps1lon,0
facebook/react,34379,MERGED,4,10,43,47,173.18,634,eps1lon,4
facebook/react,34376,MERGED,2,5,104,15,1.5,1513,acdlite,1
facebook/react,34374,MERGED,9,28,41,36,216.4,2514,rickhanlonii,2
facebook/react,34373,MERGED,1,7,19,7,1.26,27,rickhanlonii,1
facebook/react,34372,MERGED,2,1,1,1,677.46,90,rickhanlonii,2
facebook/react,34371,MERGED,3,6,196,67,47.23,2225,EugeneChoi4,1
facebook/react,34370,MERGED,1,1,46,28,1.92,420,hoxyq,1
facebook/react,34363,CLOSED,1,7,41,254,9.41,604,JeetuSuthar,3
facebook/react,34361,MERGED,1,1,2,2,16.44,127,eps1lon,0
facebook/react,34360,MERGED,4,5,61,9,64.38,1943,eps1lon,2
facebook/react,34359,MERGED,1,3,51,18,65.14,377,eps1lon,0
facebook/react,34357,MERGED,1,2,24,68,22.27,770,eps1lon,4
facebook/react,34350,MERGED,1,4,105,6,35.08,232,unstubbable,3
facebook/react,34344,MERGED,2,9,161,65,95.22,2243,EugeneChoi4,0
facebook/react,34340,MERGED,2,1,8,3,2.7,825,unstubbable,2
facebook/react,34319,MERGED,4,7,364,45,312.74,1577,mofeiZ,0
facebook/react,34312,MERGED,2,5,136,9,29.86,489,eps1lon,1
facebook/react,34305,MERGED,14,7,253,5,22.98,1025,poteto,1
facebook/react,34304,MERGED,4,18,763,105,16.91,508,unstubbable,1
facebook/react,34303,MERGED,7,4,222,1,51.96,686,EugeneChoi4,3
facebook/react,34301,MERGED,1,17,514,149,1.06,242,unstubbable,1
facebook/react,34299,MERGED,1,1,11,9,31.27,194,eps1lon,0
facebook/react,34296,MERGED,2,2,16,14,20.73,652,eps1lon,0
facebook/react,34294,MERGED,1,2,3,3,21.77,79,eps1lon,0
facebook/react,34287,MERGED,3,2,10,2,5.62,1204,eps1lon,1
facebook/react,34277,MERGED,1,25,104,70,65.28,75,kassens,1
facebook/react,34276,CLOSED,3,11,430,8,427.5,1705,josephsavona,3
facebook/react,34270,MERGED,1,8,22,176,3.1,132,kassens,1
facebook/react,34264,MERGED,1,2,26,0,10.31,1701,Abdul-Omira,1
facebook/react,34260,MERGED,1,3,68,16,17.82,288,josephsavona,0
facebook/react,34258,MERGED,1,1,5,1,88.86,574,eps1lon,0
facebook/react,34257,CLOSED,1,36,14108,55,19.44,335,kassens,2
facebook/react,34253,MERGED,1,31,348,346,1.39,233,kassens,0
facebook/react,34252,MERGED,1,2,7,7,1.1,71,kassens,1
facebook/react,34251,MERGED,1,13,342,43,119.96,485,eps1lon,1
facebook/react,34249,MERGED,2,2,56,16,94.11,1553,eps1lon,1
facebook/react,34248,MERGED,1,7,40,14,12.59,109,kassens,1
facebook/react,34245,MERGED,1,4,9,10,2.83,20,kassens,1
facebook/react,34244,MERGED,1,3,23,23,2.47,118,kassens,1
facebook/react,34243,MERGED,1,1,2,0,1.31,0,kassens,3
facebook/react,34239,CLOSED,4,9,49,11,146.38,549,eps1lon,1
facebook/react,34237,MERGED,6,3,19,9,2.97,456,eps1lon,0
facebook/react,34236,MERGED,1,11,635,66,3.16,779,unstubbable,1
facebook/react,34235,MERGED,1,1,18,14,32.23,873,hoxyq,1
facebook/react,34234,MERGED,2,6,161,27,12.03,201,eps1lon,1
facebook/react,34233,MERGED,3,6,245,82,141.36,614,eps1lon,0
facebook/react,34231,CLOSED,1,6,129,3,19.85,2002,paulshen,5
facebook/react,34230,MERGED,1,4,21,21,2.21,823,sebmarkbage,1
facebook/react,34229,MERGED,1,2,85,37,75.8,888,sebmarkbage,1
facebook/react,34226,MERGED,7,20,405,7,19.03,1016,sebmarkbage,1
facebook/react,34225,MERGED,2,2,284,73,48.42,502,eps1lon,0
facebook/react,34224,MERGED,1,1,6,4,16.99,314,eps1lon,0
facebook/react,34221,MERGED,1,6,45,8,26.86,607,sebmarkbage,1
facebook/react,34212,MERGED,1,2,80,15,145.95,1057,sebmarkbage,0
facebook/react,34210,MERGED,1,15,89,61,147.1,1036,sebmarkbage,1
facebook/react,34209,MERGED,2,2,4,9,14.88,553,eps1lon,0
facebook/react,34208,MERGED,1,1,21,11,62.51,350,eps1lon,0
facebook/react,34206,MERGED,1,7,17,4,2.99,469,eps1lon,0
facebook/react,34201,MERGED,1,6,83,1,36.79,1275,sebmarkbage,0
facebook/react,34200,MERGED,2,8,144,2,45.87,2169,sebmarkbage,0
facebook/react,34199,MERGED,1,2,94,10,47.72,242,eps1lon,0
facebook/react,34198,MERGED,1,4,9,9,1.45,117,eps1lon,1
facebook/react,34196,MERGED,7,2,213,99,67.76,445,eps1lon,1
facebook/react,34192,MERGED,1,2,57,5,1.47,655,gnoff,1
facebook/react,34191,MERGED,2,2,26,2,10.21,238,eps1lon,1
facebook/react,34189,MERGED,4,3,46,1,10.81,500,eps1lon,1
facebook/react,34188,MERGED,4,4,225,7,46.15,407,eps1lon,1
facebook/react,34185,MERGED,1,7,84,46,10.17,1235,sebmarkbage,0
facebook/react,34183,MERGED,1,1,1,1,11.06,66,sebmarkbage,1
facebook/react,34181,MERGED,1,2,129,9,35.82,546,sebmarkbage,1
facebook/react,34176,MERGED,5,87,3298,1531,237.21,1912,josephsavona,2
facebook/react,34175,CLOSED,1,183,3895,1549,7.64,2080,josephsavona,1
facebook/react,34174,MERGED,2,1,13,71,16.7,97,kassens,1
dotnet/runtime,120546,MERGED,4,1,8,5,4.89,318,tarekgh,0
dotnet/runtime,120545,CLOSED,1,2,3,0,2.82,0,janvorli,2
dotnet/runtime,120539,MERGED,3,3,2,53,2.57,29,stephentoub,2
dotnet/runtime,120538,MERGED,2,2,8,8,3.45,285,vcsjones,1
dotnet/runtime,120525,CLOSED,1,1,1,2,1.0,206,kotlarmilos,5
dotnet/runtime,120518,MERGED,5,2,46,10,21.17,53,tarekgh,1
dotnet/runtime,120476,MERGED,2,1,0,1,10.26,0,pjanotti,1
dotnet/runtime,120473,MERGED,2,1,2,2,5.44,0,vseanreesermsft,0
dotnet/runtime,120461,CLOSED,2,1,1,0,12.97,380,hamarb123,1
dotnet/runtime,120460,MERGED,1,3,122,122,40.63,4856,dotnet-maestro[bot],3
dotnet/runtime,120456,MERGED,6,2,2,7,15.43,69,Henr1k80,1
dotnet/runtime,120455,MERGED,4,5,110,58,24.55,637,elinor-fung,3
dotnet/runtime,120451,CLOSED,1,1,6,2,7.05,62,xtqqczze,3
dotnet/runtime,120448,MERGED,2,1,1,1,53.71,1303,vcsjones,6
dotnet/runtime,120444,MERGED,3,1,1,0,17.63,500,kotlarmilos,1
dotnet/runtime,120442,MERGED,4,1,17,4,56.8,418,maraf,3
dotnet/runtime,120435,MERGED,3,3,36,1,25.8,253,jakobbotsch,5
dotnet/runtime,120432,MERGED,2,1,1,1,52.37,689,BrzVlad,6
dotnet/runtime,120426,MERGED,1,2,18,18,35.63,1551,dotnet-maestro[bot],0
dotnet/runtime,120425,MERGED,1,3,10,10,14.57,1169,dotnet-maestro[bot],0
dotnet/runtime,120422,MERGED,7,20,131,29,19.86,615,EgorBo,8
dotnet/runtime,120418,MERGED,1,2,5,5,41.55,1084,dotnet-maestro[bot],0
dotnet/runtime,120417,MERGED,1,2,42,42,62.85,1617,dotnet-maestro[bot],0
dotnet/runtime,120416,MERGED,1,2,42,42,45.82,1617,dotnet-maestro[bot],0
dotnet/runtime,120413,MERGED,7,2,3,2,6.55,80,EgorBo,12
dotnet/runtime,120412,MERGED,1,1,4,4,36.48,0,github-actions[bot],1
dotnet/runtime,120404,MERGED,1,2,3,3,51.59,1118,dotnet-maestro[bot],0
dotnet/runtime,120403,MERGED,1,2,3,3,72.85,1118,dotnet-maestro[bot],0
dotnet/runtime,120401,MERGED,1,7,178,66,56.69,1913,dotnet-maestro[bot],1
dotnet/runtime,120397,MERGED,1,4,62,62,65.49,2033,dotnet-maestro[bot],0
dotnet/runtime,120391,MERGED,3,2,6,3,91.41,243,davidwrighton,2
dotnet/runtime,120387,MERGED,3,1,9,9,72.67,484,github-actions[bot],2
dotnet/runtime,120386,MERGED,7,9,294,198,133.84,1881,jakobbotsch,5
dotnet/runtime,120385,MERGED,3,13,952,952,71.88,356,PranavSenthilnathan,0
dotnet/runtime,120384,MERGED,13,7,66,18,93.67,632,janvorli,4
dotnet/runtime,120383,MERGED,3,4,89,34,7.32,454,vcsjones,2
dotnet/runtime,120382,MERGED,2,4,89,34,3.01,454,vcsjones,2
dotnet/runtime,120381,MERGED,3,4,89,34,2.28,447,vcsjones,2
dotnet/runtime,120378,MERGED,2,1,11,6,77.75,426,janvorli,1
dotnet/runtime,120377,MERGED,3,1,2,0,65.52,188,janvorli,1
dotnet/runtime,120375,MERGED,4,1,2,2,84.51,53,mdh1418,2
dotnet/runtime,120372,MERGED,2,1,4,19,71.98,994,github-actions[bot],2
dotnet/runtime,120370,MERGED,4,1,4,19,2.1,396,AaronRobinsonMSFT,5
dotnet/runtime,120369,MERGED,1,2,18,18,78.36,1551,dotnet-maestro[bot],0
dotnet/runtime,120368,MERGED,1,1,1,1,12.1,74,frg2089,1
dotnet/runtime,120365,MERGED,2,8,40,7,16.19,80,pavelsavara,4
dotnet/runtime,120364,MERGED,4,1,92,111,7.83,79,jkotas,3
dotnet/runtime,120363,MERGED,3,1,0,18,65.66,143,ManickaP,0
dotnet/runtime,120359,MERGED,25,18,97,59,123.48,760,pavelsavara,6
dotnet/runtime,120358,MERGED,2,1,11,0,5.33,301,kotlarmilos,6
dotnet/runtime,120354,MERGED,2,1,1,1,10.01,25,jeffhandley,6
dotnet/runtime,120351,MERGED,1,4,123,123,72.92,4699,dotnet-maestro[bot],0
dotnet/runtime,120350,MERGED,1,2,3,3,110.67,1056,dotnet-maestro[bot],1
dotnet/runtime,120349,MERGED,1,2,3,3,89.49,1059,dotnet-maestro[bot],0
dotnet/runtime,120346,MERGED,13,6,147,17,109.18,168,VSadov,1
dotnet/runtime,120342,MERGED,5,1,9,9,21.43,0,bartonjs,3
dotnet/runtime,120338,MERGED,2,1,2,7,17.64,221,LoopedBard3,3
dotnet/runtime,120335,MERGED,1,1,4,2,31.81,1446,github-actions[bot],0
dotnet/runtime,120334,MERGED,3,1,4,2,30.18,1354,github-actions[bot],1
dotnet/runtime,120333,MERGED,2,1,4,2,22.08,399,thaystg,7
dotnet/runtime,120331,MERGED,1,2,3,3,27.11,1118,dotnet-maestro[bot],1
dotnet/runtime,120329,MERGED,2,1,4,9,99.14,744,github-actions[bot],0
dotnet/runtime,120323,MERGED,3,1,10,10,105.76,619,github-actions[bot],2
dotnet/runtime,120313,MERGED,5,3,118,15,43.74,125,AndyAyersMS,11
dotnet/runtime,120310,MERGED,12,5,244,2,16.37,368,vcsjones,1
dotnet/runtime,120308,MERGED,1,2,3,3,13.63,1109,dotnet-maestro[bot],0
dotnet/runtime,120307,MERGED,2,1,13,3,46.03,176,janvorli,1
dotnet/runtime,120305,MERGED,3,2,13,4,2.79,0,AaronRobinsonMSFT,2
dotnet/runtime,120302,MERGED,3,1,4,1,4.13,204,davidwrighton,1
dotnet/runtime,120301,MERGED,2,1,2,2,20.71,233,max-charlamb,1
dotnet/runtime,120300,MERGED,3,1,4,9,23.06,809,janvorli,2
dotnet/runtime,120299,MERGED,1,2,3,3,19.31,1125,dotnet-maestro[bot],0
dotnet/runtime,120295,MERGED,3,1,1,1,171.85,812,github-actions[bot],1
dotnet/runtime,120291,MERGED,1,1,12,12,176.74,173,SwapnilGaikwad,4
dotnet/runtime,120290,MERGED,9,3,62,10,23.09,224,jakobbotsch,6
dotnet/runtime,120289,MERGED,4,14,84,51,24.05,159,pavelsavara,2
dotnet/runtime,120287,MERGED,1,12,132,132,11.29,4672,dotnet-maestro[bot],0
dotnet/runtime,120286,MERGED,1,8,142,126,63.12,4947,dotnet-maestro[bot],0
dotnet/runtime,120282,MERGED,2,1,9,0,1.77,0,jkotas,1
dotnet/runtime,120280,MERGED,3,1,34,7,20.24,123,davidwrighton,1
dotnet/runtime,120278,MERGED,9,4,94,17,20.88,227,davidwrighton,2
dotnet/runtime,120277,MERGED,5,1,20,1,43.52,121,davidwrighton,1
dotnet/runtime,120276,MERGED,3,1,2,2,22.19,150,jakobbotsch,1
dotnet/runtime,120269,CLOSED,1,2,27,5,5.08,1144,github-actions[bot],2
dotnet/runtime,120268,MERGED,3,1,3,3,21.68,1234,github-actions[bot],1
dotnet/runtime,120266,MERGED,2,1,1,2,24.51,729,github-actions[bot],2
dotnet/runtime,120265,MERGED,2,1,1,2,24.54,729,github-actions[bot],0
dotnet/runtime,120264,MERGED,2,1,1,2,25.11,722,github-actions[bot],0
dotnet/runtime,120263,MERGED,2,16,552,507,145.37,1572,janvorli,1
dotnet/runtime,120261,MERGED,25,4,86,8,135.06,125,radekdoulik,8
dotnet/runtime,120260,MERGED,3,2,17,4,15.85,597,rzikm,2
dotnet/runtime,120258,MERGED,3,1,3,2,2.53,22,rzikm,1
dotnet/runtime,120256,MERGED,2,1,1,1,23.48,157,BrzVlad,3
dotnet/runtime,120250,MERGED,2,1,1,1,3.7,0,karelz,2
dotnet/runtime,120249,MERGED,3,1,3,3,15.25,397,maraf,7
dotnet/runtime,120247,MERGED,2,1,1,2,9.84,349,jeffhandley,7
dotnet/runtime,120243,MERGED,3,7,22,58,16.2,0,stephentoub,0
dotnet/runtime,120242,MERGED,4,2,15,39,3.34,13,jkotas,1
dotnet/runtime,120241,MERGED,3,1,10,1,14.05,260,AndyAyersMS,3
dotnet/runtime,120240,MERGED,1,2,5,5,12.26,1087,dotnet-maestro[bot],0
dotnet/runtime,120239,MERGED,1,2,3,3,17.02,1039,dotnet-maestro[bot],0
dotnet/runtime,120236,MERGED,1,1,5,1,97.13,505,github-actions[bot],1
dotnet/runtime,120235,MERGED,2,1,5,1,24.6,498,github-actions[bot],2
dotnet/runtime,120233,MERGED,2,3,52,1,13.56,851,EgorBo,1
dotnet/runtime,120231,MERGED,3,4,1,58,11.38,363,jtschuster,0
dotnet/runtime,120228,MERGED,2,1,2,2,47.45,47,kg,2
dotnet/runtime,120227,MERGED,8,2,45,3,4.01,108,davidwrighton,1
dotnet/runtime,120205,MERGED,9,4,72,9,6.01,317,davidwrighton,0
dotnet/runtime,120199,MERGED,7,1,152,168,63.92,117,radekdoulik,6
dotnet/runtime,120196,CLOSED,4,5,122,9,219.21,6487,Copilot,2
dotnet/runtime,120191,CLOSED,2,3,53,2,220.24,1342,github-actions[bot],1
dotnet/runtime,120186,MERGED,1,3,10,10,33.25,1157,dotnet-maestro[bot],0
dotnet/runtime,120185,MERGED,1,3,10,10,11.26,1157,dotnet-maestro[bot],0
dotnet/runtime,120184,MERGED,2,12,39,94,11.34,36,jkotas,1
dotnet/runtime,120183,MERGED,8,5,169,190,16.63,12,jkotas,0
dotnet/runtime,120182,MERGED,6,3,3,3,11.54,21,jkotas,0
dotnet/runtime,120181,MERGED,5,3,53,2,10.35,53,stephentoub,3
dotnet/runtime,120175,MERGED,18,17,131,75,35.48,143,AaronRobinsonMSFT,3
dotnet/runtime,120169,MERGED,1,1,4,4,31.7,0,github-actions[bot],1
dotnet/runtime,120165,MERGED,2,1,1,1,108.06,269,kitlith,1
dotnet/runtime,120164,MERGED,2,1,44,11,2.81,252,jkotas,2
dotnet/runtime,120161,MERGED,2,1,10,1,68.5,315,davidwrighton,1
dotnet/runtime,120159,MERGED,5,4,74,14,114.16,917,MitchBodmer,1
dotnet/runtime,120158,MERGED,1,1,8,1,237.62,527,github-actions[bot],1
dotnet/runtime,120154,MERGED,2,12,91,80,112.76,1095,BrzVlad,1
dotnet/runtime,120153,MERGED,20,8,62,26,33.81,51,radekdoulik,4
dotnet/runtime,120152,MERGED,2,5,10,14,3.86,338,vcsjones,1
dotnet/runtime,120150,MERGED,6,8,273,123,112.78,12,eiriktsarpalis,2
