Android-Bootstrap,7268,11.841204654346338,5,11507,3.0,1.0,1.0
AntennaPod,7259,13.095140314852841,62,113018,6.0,1.5,1.0
sweet-alert-dialog,7249,10.877481177275838,2,1694,2.0,1.0,0.0
TakePhoto,7243,10.088980150581794,15,11513,8.0,2.0,2.0
xmall,7235,8.106776180698152,0,110866,0.0,1.0,2.0
WeChatLuckyMoney,7224,9.930184804928132,20,660,3.0,1.0,1.0
UltimateRecyclerView,7203,10.603696098562628,9,7153,3.0,1.0,0.0
DependencyCheck,7195,13.00205338809035,85,296516,3.5,1.5,0.0
agera,7167,9.716632443531827,16,968,4.0,1.0,0.0
nanohttpd,7165,13.067761806981519,3,1375,1.5,1.0,0.0
KnowStreaming,7143,5.462012320328542,23,200024,9.5,1.0,2.0
SmartTabLayout,7097,10.55441478439425,0,14671,4.0,1.0,1.0
gnirehtet,7090,8.566735112936344,12,1036,3.0,1.0,0.0
ActionBarSherlock,7075,14.496919917864476,32,21244,4.0,2.0,15.0
alluxio,7069,12.70362765229295,61,205633,6.0,1.0,1.0
automq,7059,2.0506502395619437,70,167110,2.0,1.0,1.0
Timber,7056,10.231348391512663,5,17485,3.0,1.0,0.0
error-prone,7040,11.039014373716633,58,155992,0.0,1.0,0.0
elasticsearch-sql,7033,11.030800821355236,100,8902,6.0,2.0,1.0
JavaTutorial,7029,7.345653661875428,1,4933,0.0,1.0,0.0
rest-assured,7029,14.872005475701574,0,11577,4.0,1.0,0.0
netty-socketio,6996,13.645448323066393,19,2254,2.0,1.0,0.0
joyagent-jdgenie,6992,0.13963039014373715,1,90698,4.0,1.0,0.0
wiremock,6983,13.905544147843942,51,47985,0.0,1.0,0.0
DroidPlugin,6960,10.023271731690622,2,1859,2.0,3.0,0.0
jvm-sandbox,6924,8.09034907597536,13,1874,1.0,2.5,125.5
CompreFace,6899,5.163586584531143,11,566295,6.0,1.0,0.0
okhttputils,6860,10.050650239561945,0,17152,3.0,1.0,0.0
walle,6847,8.648870636550308,1,528,2.0,2.0,0.0
springcloud-learning,6838,5.9958932238193015,0,261,,,
rabbitmq-tutorials,6808,14.954140999315538,0,5575,,,
junit-framework,6795,10.647501711156742,97,38771,1.0,1.0,1.0
java-eight-part,6795,4.884325804243669,0,308,,,
react-native-push-notification,6787,9.724845995893224,35,1688,4.0,1.0,0.0
BookReader,6783,9.086926762491444,0,31940,2.0,1.0,0.0
angel,6776,8.361396303901437,19,93586,4.0,1.0,0.0
spring-ai,6757,2.190280629705681,3,88990,,,
haven,6724,8.514715947980836,37,24387,4.0,1.0,1.0
AndroidPerformanceMonitor,6724,9.631759069130732,0,1077,2.0,1.0,2.5
itstack-demo-design,6718,5.292265571526352,0,1827,0.0,1.0,0.0
