nameWithOwner,createdAt,pushedAt,releases_totalCount,primaryLanguage_name,pullRequests_totalCount,closedIssues_totalCount,openIssues_totalCount,stargazers_totalCount
DIYgod/RSSHub,2018-04-02T14:43:21Z,2025-08-18T13:06:19Z,0,TypeScript,11041,5737,351,38344
saadeghi/daisyui,2020-11-28T22:57:27Z,2025-08-18T00:45:02Z,100,Svelte,426,1926,46,38319
QuivrHQ/quivr,2023-05-12T23:53:30Z,2025-07-09T12:55:23Z,354,Python,1819,1533,2,38300
phaserjs/phaser,2013-04-12T12:27:51Z,2025-08-18T09:01:56Z,171,JavaScript,1729,4472,80,38282
trpc/trpc,2020-07-18T01:17:11Z,2025-08-06T21:42:34Z,217,TypeScript,3701,1138,144,38243
files-community/Files,2019-01-04T18:19:14Z,2025-08-18T04:42:04Z,123,C#,5331,10097,495,38198
photoprism/photoprism,2018-01-27T12:00:15Z,2025-08-18T06:46:27Z,78,Go,811,1956,422,38140
makeplane/plane,2022-11-19T12:55:01Z,2025-08-18T14:17:25Z,48,TypeScript,5572,867,444,38103
PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,2025-06-05T07:06:39Z,44,Java,191,2899,2064,38080
impress/impress.js,2011-12-28T22:23:19Z,2025-08-06T20:46:54Z,15,JavaScript,120,431,52,38032
logseq/logseq,2020-05-23T00:06:06Z,2025-08-18T13:10:20Z,150,Clojure,3064,6687,1229,38017
google/leveldb,2014-08-27T21:17:52Z,2025-01-30T17:33:01Z,21,C++,64,537,239,38011
koalaman/shellcheck,2012-11-17T03:15:11Z,2025-08-12T17:10:23Z,30,Haskell,306,1718,1128,37940
preactjs/preact,2015-09-11T02:40:18Z,2025-08-18T04:39:51Z,229,JavaScript,1916,1838,55,37875
appsmithorg/appsmith,2020-06-30T04:07:36Z,2025-08-18T14:17:01Z,290,TypeScript,13945,19224,4343,37724
ccxt/ccxt,2017-05-14T15:41:56Z,2025-08-18T12:33:45Z,172,Python,13351,10088,819,37674
novuhq/novu,2021-08-26T15:22:44Z,2025-08-18T14:32:13Z,50,TypeScript,6002,1397,221,37610
calcom/cal.com,2021-03-22T13:47:42Z,2025-08-18T14:27:26Z,505,TypeScript,10481,6912,1156,37602
goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,2024-07-28T19:57:31Z,0,JavaScript,283,25,18,37571
gto76/python-cheatsheet,2018-01-25T04:16:53Z,2025-07-31T18:22:41Z,0,Python,14,60,5,37570
2noise/ChatTTS,2024-05-27T18:26:49Z,2025-07-06T15:11:14Z,6,Python,215,587,69,37552
FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,2023-07-16T16:48:59Z,0,CSS,55,445,141,37457
LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,2024-08-17T01:55:35Z,127,Python,1614,1417,228,37448
ant-design/ant-design-pro,2017-08-25T10:40:44Z,2025-08-15T08:39:00Z,26,TypeScript,1008,9600,153,37415
gofiber/fiber,2020-01-16T03:59:20Z,2025-08-18T03:46:41Z,127,Go,1796,1480,90,37405
eugenp/tutorials,2013-04-29T18:26:36Z,2025-08-18T09:00:58Z,0,Java,13364,772,17,37226
menloresearch/jan,2023-08-17T02:17:10Z,2025-08-18T12:01:03Z,87,TypeScript,2632,2687,151,37180
lapce/lapce,2018-02-06T08:41:06Z,2025-08-18T00:45:55Z,32,Rust,1171,1177,799,37161
istio/istio,2016-11-18T23:57:21Z,2025-08-18T13:47:11Z,393,Go,28394,20669,468,37152
naptha/tesseract.js,2015-06-24T02:49:52Z,2025-08-06T17:11:18Z,56,JavaScript,195,695,31,37038
TencentARC/GFPGAN,2021-03-19T06:18:20Z,2024-07-26T18:44:02Z,8,Python,14,133,364,36989
dotnet/aspnetcore,2014-03-11T06:09:42Z,2025-08-18T09:00:20Z,258,C#,17728,34009,3578,36983
payloadcms/payload,2021-01-05T18:49:45Z,2025-08-18T14:24:50Z,521,TypeScript,5784,3330,398,36980
0voice/interview_internal_reference,2019-06-10T06:54:19Z,2024-05-20T12:04:02Z,0,Python,35,19,30,36977
dockur/windows,2024-01-14T13:09:40Z,2025-08-18T03:43:35Z,104,Shell,411,737,93,36951
Kong/insomnia,2016-04-23T03:54:26Z,2025-08-18T14:30:54Z,523,TypeScript,3333,3194,679,36937
inkonchain/docs,2024-05-07T16:49:36Z,2025-08-18T07:43:19Z,0,MDX,393,13,20,36924
fastapi/full-stack-fastapi-template,2019-02-23T15:08:34Z,2025-08-15T10:15:35Z,10,TypeScript,410,259,169,36907
inkonchain/node,2024-05-13T23:20:40Z,2025-07-23T18:13:58Z,6,Shell,35,13,10,36886
denysdovhan/wtfjs,2017-07-14T15:42:12Z,2025-03-18T13:55:28Z,25,JavaScript,125,95,22,36878
freeCodeCamp/devdocs,2013-10-24T18:16:07Z,2025-08-16T20:10:59Z,0,Ruby,925,1039,191,36851
NervJS/taro,2018-04-08T09:32:26Z,2025-08-18T07:44:22Z,200,TypeScript,3391,11015,1524,36821
inkonchain/ink-kit,2024-11-04T16:32:17Z,2025-07-23T18:10:56Z,0,TypeScript,90,3,1,36794
Aider-AI/aider,2023-05-09T18:57:49Z,2025-08-13T17:30:01Z,93,Python,263,2689,997,36755
exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,2019-12-03T04:25:44Z,7,TeX,16,139,64,36672
facebookresearch/faiss,2017-02-07T16:07:05Z,2025-08-15T19:09:55Z,20,C++,137,2440,233,36645
vlang/v,2019-02-08T02:57:06Z,2025-08-18T13:38:13Z,273,V,12254,8587,1095,36635
milvus-io/milvus,2019-09-16T06:43:43Z,2025-08-18T12:41:46Z,128,Go,22745,13451,575,36632
siyuan-note/siyuan,2020-08-30T09:21:35Z,2025-08-15T03:28:21Z,812,TypeScript,481,14449,438,36621
alibaba/arthas,2018-08-29T17:15:57Z,2025-07-30T07:50:51Z,59,Java,540,1722,372,36619
DataExpert-io/data-engineer-handbook,2023-11-19T19:47:41Z,2025-08-12T16:56:32Z,0,Jupyter Notebook,171,64,12,36618
huihut/interview,2018-02-09T09:49:48Z,2025-07-27T12:36:29Z,0,C++,35,65,1,36600
google/googletest,2015-07-28T15:07:53Z,2025-08-17T03:08:52Z,11,C++,813,1979,344,36598
halo-dev/halo,2018-03-21T12:56:52Z,2025-08-17T15:43:10Z,225,Java,2609,4009,306,36573
satwikkansal/wtfpython,2017-08-28T20:22:19Z,2025-05-10T11:50:03Z,2,Python,113,157,65,36568
babysor/MockingBird,2021-08-07T03:53:39Z,2024-11-15T05:00:29Z,1,Python,80,412,476,36552
openai/gym,2016-04-27T14:59:16Z,2024-10-11T20:07:05Z,19,Python,998,1726,111,36396
httpie/cli,2012-02-25T12:39:13Z,2024-12-17T17:30:35Z,47,Python,406,722,180,36372
ToolJet/ToolJet,2021-03-30T08:51:34Z,2025-08-18T14:12:43Z,315,JavaScript,6627,4360,627,36338
chatboxai/chatbox,2023-03-06T12:22:15Z,2025-08-13T08:51:57Z,47,TypeScript,70,1450,815,36273
usebruno/bruno,2022-09-27T20:51:45Z,2025-08-17T01:52:41Z,140,JavaScript,1251,1831,1201,36255
docling-project/docling,2024-07-09T07:50:26Z,2025-08-18T14:09:32Z,115,Python,508,615,474,36228
google-research/google-research,2018-10-04T18:42:48Z,2025-08-14T20:04:23Z,0,Jupyter Notebook,29,343,1062,36205
open-guides/og-aws,2016-07-13T17:30:16Z,2024-08-16T02:51:54Z,0,Shell,498,87,140,36194
rapid7/metasploit-framework,2011-08-30T06:13:20Z,2025-08-18T10:53:16Z,0,Ruby,11340,5841,436,36180
hiroi-sora/Umi-OCR,2022-03-28T04:01:46Z,2025-05-31T08:22:02Z,31,Python,56,512,270,36158
nushell/nushell,2019-05-10T16:59:42Z,2025-08-18T12:19:05Z,111,Rust,7873,5143,1484,36115
opentofu/manifesto,2023-08-13T16:17:24Z,2025-03-18T18:26:51Z,0,HTML,765,14,12,36085
date-fns/date-fns,2014-10-06T10:24:22Z,2025-08-14T23:54:15Z,122,TypeScript,1068,1367,630,36041
shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,2025-07-12T23:41:14Z,185,Kotlin,256,2457,48,36007
lerna/lerna,2015-12-04T09:36:55Z,2025-08-06T17:08:47Z,244,TypeScript,997,2278,396,36000
docker/compose,2013-12-09T11:40:58Z,2025-08-13T07:36:22Z,263,Go,3541,8039,73,35977
XingangPan/DragGAN,2023-05-18T10:08:02Z,2024-05-18T17:51:40Z,0,Python,18,46,145,35914
NanmiCoder/MediaCrawler,2023-06-09T12:14:34Z,2025-08-18T11:15:50Z,0,Python,101,391,100,35915
chatchat-space/Langchain-Chatchat,2023-03-31T12:12:45Z,2025-03-25T15:45:51Z,31,TypeScript,615,4077,107,35897
crewAIInc/crewAI,2023-10-27T03:26:59Z,2025-08-18T14:19:40Z,97,Python,911,1430,52,35837
geekxh/hello-algorithm,2020-05-29T05:47:09Z,2023-06-13T04:13:17Z,0,Java,26,33,11,35755
imputnet/cobalt,2022-07-08T18:12:55Z,2025-08-11T13:05:03Z,0,Svelte,243,774,163,35709
typeorm/typeorm,2016-02-29T07:41:14Z,2025-08-17T15:14:18Z,37,TypeScript,2173,6055,2337,35672
carbon-app/carbon,2017-06-16T02:50:28Z,2025-06-03T06:16:59Z,215,JavaScript,668,627,59,35622
koajs/koa,2013-07-20T18:53:45Z,2025-08-18T08:10:06Z,9,JavaScript,522,909,16,35598
hankcs/HanLP,2014-10-09T06:36:16Z,2025-05-15T02:30:50Z,62,Python,79,1421,8,35514
alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2025-06-28T00:48:36Z,105,JavaScript,320,3999,132,35461
airbnb/lottie-android,2016-10-06T22:42:42Z,2025-08-08T21:24:48Z,59,Java,713,1744,34,35446
openai/codex,2025-04-13T05:37:54Z,2025-08-18T10:54:55Z,77,Rust,846,634,256,35425
PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,2025-07-10T04:19:42Z,0,HTML,170,30,2,35395
kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,2024-08-21T13:01:11Z,0,Ruby,681,74,23,35356
markedjs/marked,2011-07-24T13:15:51Z,2025-08-18T00:58:03Z,156,TypeScript,1554,1590,13,35353
jondot/awesome-react-native,2015-03-26T19:58:06Z,2024-07-05T13:12:41Z,0,JavaScript,912,35,38,35320
mindsdb/mindsdb,2018-08-02T17:56:45Z,2025-08-18T11:09:00Z,310,Python,5364,4245,51,35309
nativefier/nativefier,2015-07-05T05:56:42Z,2023-09-29T13:45:16Z,99,TypeScript,261,982,255,35268
zen-browser/desktop,2024-03-28T00:05:55Z,2025-08-18T10:32:19Z,115,C++,477,6500,392,35257
spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2025-03-24T14:19:49Z,26,TypeScript,1881,388,118,35249
junegunn/vim-plug,2013-09-10T14:58:51Z,2025-03-29T05:17:01Z,8,Vim Script,177,966,71,35145
sqlmapproject/sqlmap,2012-06-26T09:52:15Z,2025-08-18T10:14:22Z,10,Python,173,5295,48,35055
huggingface/pytorch-image-models,2019-02-02T05:51:12Z,2025-08-08T19:23:26Z,69,Python,479,946,51,35053
sahat/hackathon-starter,2013-11-13T17:24:12Z,2025-07-30T18:07:42Z,17,JavaScript,347,670,10,35051
unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2024-08-14T07:04:25Z,0,Go,592,0,0,35010
twentyhq/twenty,2022-12-01T13:04:40Z,2025-08-18T14:33:53Z,45,TypeScript,7142,4992,198,34993
bumptech/glide,2013-07-08T22:52:33Z,2025-08-13T21:23:33Z,47,Java,569,3920,562,34935
pola-rs/polars,2020-05-13T19:45:33Z,2025-08-18T12:03:10Z,226,Rust,11461,8703,2559,34934
HeyPuter/puter,2024-03-03T01:44:32Z,2025-08-18T07:36:01Z,8,JavaScript,585,513,178,34918
TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2025-08-17T22:14:33Z,137,Java,1661,8400,1221,34783
fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,2024-06-10T00:47:49Z,0,HTML,13,15,53,34778
doocs/leetcode,2018-09-16T14:03:03Z,2025-08-18T00:30:29Z,21,Java,4090,56,0,34765
reworkd/AgentGPT,2023-04-07T02:29:19Z,2025-04-29T01:19:32Z,12,TypeScript,539,337,130,34764
mudler/LocalAI,2023-03-18T22:58:02Z,2025-08-18T08:26:58Z,83,Go,3896,692,387,34703
outline/outline,2016-05-22T21:31:47Z,2025-08-18T13:32:51Z,147,TypeScript,3329,3395,92,34571
yeongpin/cursor-free-vip,2025-01-11T08:14:22Z,2025-06-18T02:18:31Z,69,Python,74,473,544,34530
microsoft/ai-agents-for-beginners,2024-11-28T10:42:52Z,2025-07-24T10:58:47Z,0,Jupyter Notebook,145,56,11,34489
BVLC/caffe,2013-09-12T18:39:48Z,2024-07-31T23:10:28Z,14,C++,1087,3902,899,34488
charmbracelet/bubbletea,2020-01-10T21:04:03Z,2025-08-18T13:08:09Z,62,Go,628,294,73,34430
chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2024-01-06T02:41:20Z,0,Python,21,136,221,34410
fastify/fastify,2016-09-28T19:10:14Z,2025-08-15T22:01:29Z,298,JavaScript,3135,2013,77,34372
netty/netty,2010-11-09T09:22:21Z,2025-08-18T12:52:39Z,0,Java,4419,6097,613,34340
fxsjy/jieba,2012-09-29T07:52:01Z,2024-08-21T09:23:45Z,9,Python,96,228,638,34331
ghostty-org/ghostty,2022-03-29T17:38:26Z,2025-08-18T03:22:06Z,1,Zig,2572,1628,143,34300
jaredpalmer/formik,2017-06-14T19:50:59Z,2024-10-18T03:18:36Z,196,TypeScript,829,1558,701,34282
huiyadanli/RevokeMsgPatcher,2019-07-21T15:12:52Z,2025-08-15T14:56:42Z,21,C#,11,830,45,34167
zenorocha/clipboard.js,2015-09-18T23:04:55Z,2025-08-06T18:47:39Z,42,JavaScript,117,618,11,34156
ManimCommunity/manim,2020-05-19T02:37:13Z,2025-08-17T13:40:39Z,29,Python,1923,1295,385,34097
solidjs/solid,2018-04-24T16:36:27Z,2025-08-13T17:14:50Z,35,TypeScript,385,996,99,34071
testerSunshine/12306,2017-05-17T12:23:40Z,2023-04-02T03:19:43Z,1,Python,31,466,225,34050
myshell-ai/OpenVoice,2023-11-29T12:17:01Z,2025-04-19T16:00:00Z,0,Python,17,67,249,34041
portainer/portainer,2016-05-19T20:15:28Z,2025-08-18T13:17:23Z,160,TypeScript,4777,5277,614,34033
atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,2025-08-18T04:35:31Z,68,JavaScript,530,1045,572,34028
jaywcjlove/linux-command,2016-11-12T15:44:26Z,2025-08-14T16:48:01Z,31,Markdown,353,133,74,34014
llvm/llvm-project,2016-12-07T09:39:33Z,2025-08-18T14:32:51Z,136,LLVM,55127,60095,26263,34010
typicode/husky,2014-06-23T12:14:21Z,2024-11-26T00:20:16Z,80,JavaScript,262,1016,72,33991
roboflow/supervision,2022-11-28T14:08:44Z,2025-08-18T00:29:22Z,33,Python,967,415,72,33981
laravel/framework,2013-01-10T21:27:28Z,2025-08-17T19:50:57Z,854,PHP,16622,18825,41,33968
python-poetry/poetry,2018-02-28T15:23:47Z,2025-08-17T12:20:11Z,142,Python,2328,5712,520,33851
xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2024-07-24T02:02:52Z,0,Java,15,73,100,33844
geekcomputers/Python,2011-11-30T09:04:08Z,2025-08-17T16:28:16Z,0,Python,1846,149,337,33757
anoma/anoma,2021-02-02T10:00:16Z,2025-08-14T14:27:56Z,10,Elixir,856,578,121,33673
shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2024-04-01T09:07:32Z,2,Python,70,0,0,33645
halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2024-12-11T05:55:51Z,4,Go,178,64,16,33633
zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2025-06-24T16:15:03Z,0,Shell,116,458,153,33626
Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2024-08-15T10:38:10Z,117,Java,88,1280,309,33616
alibaba/easyexcel,2018-02-06T03:14:08Z,2024-10-29T06:07:07Z,14,Java,190,3130,487,33581
AFNetworking/AFNetworking,2011-05-31T21:28:44Z,2023-01-17T19:30:05Z,40,Objective-C,710,0,0,33528
zxing/zxing,2011-10-12T14:07:27Z,2025-08-18T08:46:16Z,31,Java,318,1314,10,33522
TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2025-01-22T07:00:31Z,0,JavaScript,795,200,9,33521
mattermost/mattermost,2015-06-15T06:50:02Z,2025-08-18T13:38:59Z,839,TypeScript,19229,8377,664,33403
aseprite/aseprite,2014-08-19T23:44:50Z,2025-08-17T17:58:26Z,117,C++,406,2495,1784,33372
ShareX/ShareX,2013-10-08T23:32:10Z,2025-08-17T15:11:29Z,82,C#,748,6347,506,33363
XX-net/XX-Net,2015-01-15T09:35:51Z,2025-04-08T22:17:05Z,388,Python,363,5418,7915,33304
Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2025-03-04T06:26:32Z,0,Python,393,314,236,33299
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2025-01-01T19:14:38Z,0,JavaScript,98,20,9,33290
ehang-io/nps,2018-11-04T13:22:51Z,2024-05-30T03:51:08Z,59,Go,74,697,502,33290
exelban/stats,2019-05-29T19:24:56Z,2025-08-15T14:42:15Z,301,Swift,409,2149,28,33187
jax-ml/jax,2018-10-25T21:25:02Z,2025-08-18T14:36:59Z,125,Python,14994,4874,1585,33183
adobe/brackets,2011-12-07T21:14:40Z,2022-06-12T08:19:24Z,69,JavaScript,4332,7063,2617,33158
carbon-language/carbon-lang,2020-04-27T21:45:16Z,2025-08-18T02:50:12Z,407,C++,4347,561,151,33156
harness/harness,2014-02-07T07:54:44Z,2025-08-18T12:25:32Z,52,Go,1047,1933,73,33096
danielmiessler/Fabric,2024-01-03T23:18:31Z,2025-08-17T23:52:26Z,244,JavaScript,431,612,126,33086
gulpjs/gulp,2013-07-04T05:26:06Z,2025-06-01T21:52:54Z,24,JavaScript,411,1908,29,33061
immutable-js/immutable-js,2014-07-02T06:02:29Z,2025-08-04T13:58:40Z,89,TypeScript,597,1169,93,33054
bilibili/ijkplayer,2013-06-03T04:12:04Z,2024-08-13T00:53:33Z,0,C,35,2548,2827,32992
SeleniumHQ/selenium,2013-01-14T21:40:56Z,2025-08-18T12:35:43Z,108,Java,3001,10780,148,32974
qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2025-06-18T14:50:05Z,53,JavaScript,152,927,139,32951
hashicorp/vault,2015-02-25T00:15:59Z,2025-08-18T14:21:33Z,168,Go,21301,5242,1142,32948
mifi/lossless-cut,2016-10-30T10:49:56Z,2025-08-18T10:11:47Z,100,TypeScript,201,1423,209,32921
CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2024-08-03T01:59:11Z,15,C++,174,1667,337,32919
lllyasviel/ControlNet,2023-02-01T02:43:30Z,2024-02-25T09:49:39Z,0,Python,4,138,431,32900
YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2025-08-17T07:06:08Z,44,Java,62,640,4,32831
shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,2024-10-29T12:19:30Z,30,Swift,64,1050,308,32819
bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2024-06-02T22:46:41Z,0,Ruby,197,52,16,32788
lib-pku/libpku,2018-11-22T13:33:06Z,2022-01-05T04:09:27Z,0,TeX,22,32,11,32688
PatrickJS/awesome-cursorrules,2024-09-16T15:38:38Z,2025-08-17T18:54:26Z,0,MDX,64,8,32,32643
TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2025-08-17T21:49:34Z,0,C++,683,311,10,32626
AmruthPillai/Reactive-Resume,2020-03-25T14:08:22Z,2025-08-18T00:12:40Z,95,TypeScript,633,1247,318,32604
swc-project/swc,2017-12-22T11:40:14Z,2025-08-14T10:18:53Z,712,Rust,5587,3563,405,32598
facebookresearch/detectron2,2019-09-05T21:30:20Z,2025-08-13T17:43:25Z,10,Python,0,3091,465,32592
qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2025-08-17T19:05:25Z,0,C++,3928,14543,2296,32568
alan2207/bulletproof-react,2021-05-30T14:47:16Z,2025-04-16T06:04:21Z,0,TypeScript,70,77,38,32464
jqlang/jq,2012-07-18T19:57:25Z,2025-08-18T09:06:57Z,15,C,640,1919,362,32405
certbot/certbot,2014-11-12T02:52:20Z,2025-08-15T21:13:55Z,62,Python,3996,5334,125,32399
DataTalksClub/data-engineering-zoomcamp,2021-10-21T09:32:50Z,2025-07-17T09:55:25Z,0,Jupyter Notebook,395,134,2,32388
pnpm/pnpm,2016-01-28T07:40:43Z,2025-08-18T13:26:58Z,1000,TypeScript,2670,3013,1869,32388
pbatard/rufus,2011-11-19T19:12:05Z,2025-07-29T17:00:05Z,84,C,1,2503,8,32322
drawdb-io/drawdb,2023-07-16T17:09:20Z,2025-08-17T18:07:49Z,0,JavaScript,231,157,83,32280
google/material-design-lite,2015-01-14T22:01:33Z,2025-03-11T00:13:36Z,14,HTML,655,1813,382,32266
pcottle/learnGitBranching,2012-08-13T22:36:09Z,2025-08-15T03:59:45Z,0,JavaScript,604,467,49,32252
refinedev/refine,2021-01-20T12:01:32Z,2025-08-18T14:29:34Z,1000,TypeScript,4422,1622,30,32227
beego/beego,2012-02-29T02:32:08Z,2025-08-12T17:03:46Z,42,Go,1325,3366,8,32208
gchq/CyberChef,2016-11-28T10:34:07Z,2025-08-06T08:54:32Z,447,JavaScript,510,626,430,32207
SerenityOS/serenity,2018-12-02T19:28:41Z,2025-08-18T02:32:00Z,0,C++,19523,3522,726,32197
explosion/spaCy,2014-07-03T15:15:40Z,2025-05-28T15:28:05Z,129,Python,3590,5550,166,32191
xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2024-08-06T13:15:18Z,10,Python,21,171,554,32168
lizongying/my-tv,2023-12-04T12:18:39Z,2024-06-20T06:21:11Z,72,C,11,774,145,32148
CorentinTh/it-tools,2020-04-05T11:50:24Z,2025-08-14T22:30:11Z,10,Vue,491,199,418,32127
mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,2024-08-03T00:38:07Z,0,TypeScript,280,817,176,32089
directus/directus,2012-12-12T01:35:36Z,2025-08-18T13:36:22Z,342,TypeScript,8076,9044,302,32069
ueberdosis/tiptap,2018-08-20T19:58:58Z,2025-08-17T03:01:08Z,896,TypeScript,1247,2533,692,32046
duckdb/duckdb,2018-06-26T15:04:45Z,2025-08-18T13:24:28Z,51,C++,8174,5655,454,32024
TabbyML/tabby,2023-03-16T09:18:01Z,2025-08-18T06:48:30Z,239,Rust,2967,733,203,31973
Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2024-08-16T15:26:57Z,43,Vue,159,1747,0,31939
alibaba/nacos,2018-06-15T06:49:27Z,2025-08-14T06:44:56Z,83,Java,3148,8888,263,31934
balena-io/etcher,2015-10-27T16:53:23Z,2025-07-29T12:17:38Z,289,TypeScript,1731,1822,557,31929
agno-agi/agno,2022-05-04T15:23:02Z,2025-08-18T13:59:55Z,85,Python,1716,1126,129,31896
yewstack/yew,2017-12-16T14:19:02Z,2025-08-16T07:12:48Z,35,Rust,1797,1143,112,31870
vercel/swr,2019-10-28T18:16:01Z,2025-08-11T15:20:44Z,123,TypeScript,795,817,140,31822
pathwaycom/pathway,2022-11-27T13:01:14Z,2025-08-18T03:42:35Z,75,Python,5,53,44,31820
shardeum/shardeum,2024-04-16T22:37:25Z,2025-08-18T01:52:10Z,0,TypeScript,325,33,5,31767
v2fly/v2ray-core,2019-04-15T10:05:54Z,2025-08-12T06:52:46Z,111,Go,909,1000,40,31761
binarywang/WxJava,2016-01-06T08:24:05Z,2025-08-08T10:25:32Z,30,Java,1053,2307,63,31760
chatanywhere/GPT_API_free,2023-04-23T12:42:08Z,2025-08-08T11:10:19Z,0,Python,1,353,24,31742
facebookresearch/fairseq,2017-08-29T16:26:12Z,2025-06-10T21:41:39Z,16,Python,234,3056,1191,31718
mpv-player/mpv,2012-10-13T08:08:44Z,2025-08-18T02:47:04Z,87,C,3499,9636,901,31702
CherryHQ/cherry-studio,2024-05-24T01:56:26Z,2025-08-18T14:37:00Z,189,TypeScript,1890,5730,513,31692
hasura/graphql-engine,2018-06-18T07:57:36Z,2025-08-18T14:04:18Z,293,TypeScript,2110,4146,2234,31650
yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2023-08-15T10:17:50Z,0,Python,28,114,66,31627
zeromicro/go-zero,2020-08-07T15:37:57Z,2025-08-17T15:20:40Z,140,Go,2318,1640,223,31624
vnpy/vnpy,2015-03-02T03:36:58Z,2025-07-31T04:51:57Z,64,Python,1055,2109,18,31626
open-mmlab/mmdetection,2018-08-22T07:06:06Z,2024-08-21T02:01:07Z,53,Python,2359,6745,1751,31579
floating-ui/floating-ui,2016-03-29T17:00:47Z,2025-07-30T09:17:03Z,493,TypeScript,1188,1428,27,31542
mouredev/Hello-Python,2022-08-03T17:14:53Z,2025-08-11T12:00:01Z,0,Python,0,286,18,31538
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2024-11-24T15:09:44Z,7,Python,475,1297,617,31525
remix-run/remix,2020-10-26T19:57:28Z,2025-08-12T21:58:44Z,175,TypeScript,3441,2602,4,31523
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2025-06-30T07:30:10Z,31,Vue,288,1191,608,31508
niklasvh/html2canvas,2011-07-16T01:05:58Z,2024-07-18T07:26:56Z,45,TypeScript,186,1660,958,31475
RSSNext/Folo,2024-04-08T03:23:35Z,2025-08-18T12:25:30Z,70,TypeScript,1248,2043,196,31450
amix/vimrc,2012-05-29T16:19:29Z,2024-10-06T08:26:02Z,0,Vim Script,107,510,12,31433
labstack/echo,2015-03-01T17:43:01Z,2025-08-12T08:57:52Z,109,Go,592,1392,73,31415
ReactiveX/rxjs,2015-03-15T06:17:10Z,2025-02-23T20:54:32Z,2,TypeScript,2588,2941,220,31413
airbnb/lottie-web,2015-02-20T21:02:59Z,2025-07-07T09:33:03Z,0,JavaScript,136,2125,769,31347
microsoft/MS-DOS,2018-06-25T18:26:02Z,2024-04-25T22:32:47Z,0,Assembly,37,0,0,31344
servo/servo,2012-02-08T19:07:25Z,2025-08-18T13:27:50Z,0,HTML,20448,10977,3004,31302
IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2025-08-06T08:54:04Z,97,Go,274,879,673,31291
lutzroeder/netron,2010-12-26T12:53:43Z,2025-08-18T11:38:27Z,2,JavaScript,1,1201,21,31202
cockroachdb/cockroach,2014-02-06T00:18:47Z,2025-08-18T14:35:53Z,0,Go,67568,69088,6432,31182
backstage/backstage,2020-01-24T22:39:49Z,2025-08-18T14:37:13Z,439,TypeScript,18928,6677,365,31146
xyflow/xyflow,2019-07-15T14:47:30Z,2025-08-18T13:34:11Z,347,TypeScript,1395,2181,83,31121
ianstormtaylor/slate,2016-06-18T01:52:42Z,2025-08-15T14:27:35Z,203,TypeScript,1938,2528,667,31032
dokku/dokku,2013-06-08T10:26:57Z,2025-08-16T05:45:30Z,300,Shell,4151,2753,44,31019
google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2025-08-15T20:18:31Z,63,C++,201,5028,439,31018
lovell/sharp,2013-08-19T20:24:24Z,2025-08-18T09:33:52Z,99,JavaScript,301,3864,116,30996
0xAX/linux-insides,2015-01-03T18:44:57Z,2025-08-09T20:57:17Z,0,Python,579,153,35,30974
mathiasbynens/dotfiles,2011-09-05T18:07:54Z,2024-08-05T19:06:13Z,0,Shell,44,254,138,30940
